date,crop,market_id,market_name,min_price,max_price,modal_price,arrival_quantity
2023-07-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2757.53,3237.11,2997.32,163.9
2023-07-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2821.45,3312.13,3066.79,137.2
2023-07-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,2812.14,3301.2,3056.67,251.8
2023-07-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2853.76,3350.06,3101.91,350.3
2023-07-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2830.49,3322.75,3076.62,399.2
2023-07-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2643.65,3103.41,2873.53,57.8
2023-07-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2721.8,3195.16,2958.48,176.1
2023-07-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,2778.19,3261.35,3019.77,159.5
2023-07-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2891.1,3393.9,3142.5,279.0
2023-07-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2795.38,3281.54,3038.46,316.8
2023-07-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2865.13,3363.41,3114.27,63.6
2023-07-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2755.51,3234.73,2995.12,247.2
2023-07-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2824.69,3315.93,3070.31,268.6
2023-07-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2726.58,3200.76,2963.67,253.3
2023-07-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2805.32,3293.2,3049.26,396.7
2023-07-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2648.14,3108.68,2878.41,297.6
2023-07-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,2846.6,3341.66,3094.13,186.2
2023-07-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2725.7,3199.74,2962.72,374.9
2023-07-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2516.32,2953.94,2735.13,375.2
2023-07-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2697.9,3167.1,2932.5,124.1
2023-07-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,2429.34,2851.84,2640.59,398.5
2023-07-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,2711.69,3183.29,2947.49,257.6
2023-07-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2732.35,3207.55,2969.95,68.7
2023-07-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2838.14,3331.74,3084.94,287.1
2023-07-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2572.77,3020.21,2796.49,180.6
2023-07-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,2825.1,3316.42,3070.76,294.0
2023-07-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2613.47,3067.99,2840.73,277.0
2023-07-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2529.35,2969.23,2749.29,272.6
2023-07-31,Tomato,mkt_pollachi,Pollachi Agricultural Market,2550.02,2993.5,2771.76,259.8
2023-08-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,2652.71,3114.05,2883.38,209.3
2023-08-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2497.07,2931.35,2714.21,283.7
2023-08-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2547.46,2990.5,2768.98,56.7
2023-08-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2611.34,3065.48,2838.41,322.7
2023-08-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,2729.89,3204.65,2967.27,343.4
2023-08-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2651.83,3113.01,2882.42,331.0
2023-08-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2562.88,3008.6,2785.74,221.0
2023-08-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2609.68,3063.54,2836.61,190.7
2023-08-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2571.62,3018.86,2795.24,147.0
2023-08-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,2424.44,2846.08,2635.26,372.5
2023-08-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2714.02,3186.02,2950.02,174.2
2023-08-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2689.74,3157.52,2923.63,68.2
2023-08-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2517.7,2955.56,2736.63,79.6
2023-08-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2474.38,2904.7,2689.54,262.4
2023-08-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2401.0,2818.56,2609.78,352.0
2023-08-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2572.15,3019.47,2795.81,360.1
2023-08-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2567.69,3014.25,2790.97,150.3
2023-08-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2419.29,2840.03,2629.66,330.9
2023-08-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,2520.15,2958.43,2739.29,390.7
2023-08-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2571.85,3019.13,2795.49,212.8
2023-08-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2434.15,2857.49,2645.82,391.4
2023-08-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2461.45,2889.53,2675.49,335.9
2023-08-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,2456.11,2883.25,2669.68,74.9
2023-08-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,2398.32,2815.42,2606.87,123.8
2023-08-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2450.44,2876.6,2663.52,144.0
2023-08-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2311.11,2713.05,2512.08,85.3
2023-08-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2434.47,2857.85,2646.16,390.6
2023-08-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,2432.0,2854.96,2643.48,315.8
2023-08-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2445.82,2871.18,2658.5,147.4
2023-08-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2495.08,2929.0,2712.04,329.4
2023-08-31,Tomato,mkt_pollachi,Pollachi Agricultural Market,2326.85,2731.51,2529.18,131.4
2023-09-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,2339.22,2746.04,2542.63,95.4
2023-09-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2362.46,2773.32,2567.89,285.9
2023-09-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2308.02,2709.42,2508.72,71.9
2023-09-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2488.89,2921.73,2705.31,101.4
2023-09-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,2373.79,2786.63,2580.21,169.9
2023-09-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2421.9,2843.1,2632.5,155.8
2023-09-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2339.88,2746.82,2543.35,247.2
2023-09-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2384.53,2799.23,2591.88,253.2
2023-09-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2445.8,2871.16,2658.48,226.9
2023-09-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,2447.95,2873.67,2660.81,145.8
2023-09-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2314.9,2717.5,2516.2,220.7
2023-09-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2401.71,2819.39,2610.55,157.3
2023-09-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2327.08,2731.8,2529.44,337.8
2023-09-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2394.01,2810.37,2602.19,210.5
2023-09-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2342.22,2749.56,2545.89,303.8
2023-09-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2577.54,3025.8,2801.67,322.0
2023-09-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2477.96,2908.92,2693.44,351.8
2023-09-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2436.01,2859.67,2647.84,344.0
2023-09-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,2211.98,2596.68,2404.33,396.3
2023-09-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2368.74,2780.7,2574.72,118.3
2023-09-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2475.2,2905.66,2690.43,221.3
2023-09-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2388.15,2803.49,2595.82,219.1
2023-09-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,2555.28,2999.68,2777.48,343.4
2023-09-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,2482.39,2914.11,2698.25,192.4
2023-09-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2355.61,2765.29,2560.45,164.9
2023-09-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2539.49,2981.15,2760.32,94.1
2023-09-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2363.42,2774.46,2568.94,118.7
2023-09-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,2571.25,3018.43,2794.84,221.4
2023-09-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2544.43,2986.95,2765.69,275.7
2023-09-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2417.22,2837.6,2627.41,180.3
2023-10-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,2244.07,2634.35,2439.21,281.6
2023-10-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2409.88,2828.98,2619.43,114.8
2023-10-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2284.56,2681.88,2483.22,147.5
2023-10-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2331.74,2737.26,2534.5,339.0
2023-10-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,2338.83,2745.59,2542.21,150.0
2023-10-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2285.37,2682.83,2484.1,181.1
2023-10-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2412.92,2832.56,2622.74,329.2
2023-10-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2324.02,2728.2,2526.11,244.9
2023-10-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2371.69,2784.15,2577.92,345.8
2023-10-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,2344.02,2751.68,2547.85,285.5
2023-10-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2442.57,2867.37,2654.97,127.2
2023-10-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2436.78,2860.56,2648.67,137.4
2023-10-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2369.58,2781.68,2575.63,142.1
2023-10-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2452.12,2878.58,2665.35,312.6
2023-10-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2520.63,2959.01,2739.82,103.2
2023-10-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2203.69,2586.95,2395.32,82.8
2023-10-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2350.15,2758.87,2554.51,220.1
2023-10-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2318.33,2721.51,2519.92,133.4
2023-10-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,2346.4,2754.48,2550.44,368.0
2023-10-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2197.12,2579.22,2388.17,316.2
2023-10-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2210.74,2595.22,2402.98,104.1
2023-10-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2152.49,2526.83,2339.66,258.9
2023-10-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,2372.59,2785.21,2578.9,399.8
2023-10-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,2372.8,2785.46,2579.13,339.6
2023-10-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2561.54,3007.02,2784.28,109.7
2023-10-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2443.57,2868.53,2656.05,265.3
2023-10-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2225.66,2612.74,2419.2,368.7
2023-10-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,2485.84,2918.16,2702.0,67.6
2023-10-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2822.87,3313.81,3068.34,62.2
2023-10-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2239.56,2629.04,2434.3,343.7
2023-10-31,Tomato,mkt_pollachi,Pollachi Agricultural Market,2615.66,3070.56,2843.11,106.2
2023-11-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,2446.13,2871.55,2658.84,133.1
2023-11-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2412.78,2832.4,2622.59,67.4
2023-11-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2402.35,2820.15,2611.25,262.9
2023-11-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2494.89,2928.79,2711.84,148.4
2023-11-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,2425.53,2847.37,2636.45,330.5
2023-11-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2359.17,2769.45,2564.31,187.2
2023-11-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2422.22,2843.48,2632.85,320.5
2023-11-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2515.24,2952.68,2733.96,132.9
2023-11-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2552.37,2996.27,2774.32,375.2
2023-11-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,2672.96,3137.82,2905.39,185.6
2023-11-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2503.46,2938.84,2721.15,321.3
2023-11-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2628.04,3085.08,2856.56,132.0
2023-11-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2483.98,2915.98,2699.98,386.5
2023-11-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2502.08,2937.22,2719.65,283.8
2023-11-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2501.96,2937.08,2719.52,264.0
2023-11-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2540.51,2982.33,2761.42,287.5
2023-11-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2611.94,3066.18,2839.06,381.5
2023-11-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2483.48,2915.4,2699.44,359.7
2023-11-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,2444.89,2870.09,2657.49,148.6
2023-11-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2637.7,3096.44,2867.07,387.2
2023-11-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2635.5,3093.84,2864.67,396.5
2023-11-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2702.33,3172.29,2937.31,159.2
2023-11-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,2496.01,2930.09,2713.05,205.0
2023-11-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,2540.15,2981.91,2761.03,141.4
2023-11-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2672.08,3136.78,2904.43,377.4
2023-11-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2527.62,2967.2,2747.41,115.0
2023-11-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2647.92,3108.42,2878.17,71.6
2023-11-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,2568.23,3014.87,2791.55,82.3
2023-11-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2627.81,3084.83,2856.32,102.7
2023-11-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2481.11,2912.61,2696.86,388.8
2023-12-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,2615.75,3070.67,2843.21,136.3
2023-12-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2300.63,2700.75,2500.69,214.8
2023-12-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2746.18,3223.78,2984.98,313.9
2023-12-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2708.02,3178.98,2943.5,252.3
2023-12-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,2533.03,2973.55,2753.29,190.8
2023-12-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2824.12,3315.28,3069.7,359.6
2023-12-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2766.56,3247.7,3007.13,145.1
2023-12-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2535.71,2976.71,2756.21,116.7
2023-12-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2603.66,3056.46,2830.06,200.5
2023-12-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,2554.1,2998.3,2776.2,340.8
2023-12-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2711.41,3182.97,2947.19,236.0
2023-12-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2619.52,3075.08,2847.3,150.8
2023-12-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2482.09,2913.75,2697.92,258.6
2023-12-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2687.3,3154.66,2920.98,201.8
2023-12-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2800.27,3287.27,3043.77,170.4
2023-12-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2720.34,3193.44,2956.89,306.6
2023-12-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2775.07,3257.69,3016.38,337.3
2023-12-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2744.96,3222.34,2983.65,248.3
2023-12-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,2810.4,3299.16,3054.78,189.8
2023-12-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2769.24,3250.84,3010.04,164.4
2023-12-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2731.4,3206.42,2968.91,251.9
2023-12-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2762.43,3242.85,3002.64,212.4
2023-12-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,2926.81,3435.83,3181.32,61.4
2023-12-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,2833.39,3326.15,3079.77,280.6
2023-12-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2668.46,3132.54,2900.5,110.4
2023-12-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2790.05,3275.27,3032.66,248.8
2023-12-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2826.06,3317.54,3071.8,336.6
2023-12-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,2778.78,3262.04,3020.41,394.2
2023-12-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2589.57,3039.93,2814.75,67.6
2023-12-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2714.16,3186.18,2950.17,68.5
2023-12-31,Tomato,mkt_pollachi,Pollachi Agricultural Market,2771.65,3253.67,3012.66,129.3
2024-01-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,3040.97,3569.83,3305.4,264.9
2024-01-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2889.97,3392.57,3141.27,175.7
2024-01-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2666.32,3130.02,2898.17,338.2
2024-01-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,2838.93,3332.65,3085.79,172.8
2024-01-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,3008.47,3531.69,3270.08,176.9
2024-01-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2797.45,3283.97,3040.71,123.2
2024-01-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,2990.93,3511.09,3251.01,79.6
2024-01-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,2704.01,3174.27,2939.14,344.3
2024-01-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,2559.31,3004.41,2781.86,127.4
2024-01-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,3032.49,3559.89,3296.19,338.3
2024-01-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,2847.1,3342.24,3094.67,184.6
2024-01-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,2690.6,3158.52,2924.56,376.4
2024-01-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,2870.0,3369.14,3119.57,91.5
2024-01-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,2944.76,3456.9,3200.83,236.1
2024-01-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2982.31,3500.97,3241.64,61.4
2024-01-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,2644.48,3104.4,2874.44,106.4
2024-01-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,2866.38,3364.88,3115.63,279.7
2024-01-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,2957.92,3472.34,3215.13,300.2
2024-01-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,3010.86,3534.48,3272.67,74.0
2024-01-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2850.79,3346.59,3098.69,264.5
2024-01-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,2947.36,3459.94,3203.65,378.5
2024-01-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,2908.93,3414.83,3161.88,174.1
2024-01-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,3012.45,3536.35,3274.4,242.7
2024-01-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,3131.22,3675.78,3403.5,335.1
2024-01-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,2958.89,3473.49,3216.19,264.1
2024-01-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,2841.02,3335.1,3088.06,87.1
2024-01-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,2927.1,3436.16,3181.63,174.2
2024-01-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,3228.71,3790.23,3509.47,280.4
2024-01-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,2922.03,3430.21,3176.12,74.5
2024-01-30,Tomato,mkt_pollachi,Pollachi Agricultural Market,2886.4,3388.38,3137.39,104.9
2024-01-31,Tomato,mkt_pollachi,Pollachi Agricultural Market,2990.52,3510.62,3250.57,339.6
2024-02-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,3033.6,3561.18,3297.39,108.9
2024-02-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,2986.66,3506.08,3246.37,357.8
2024-02-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,2872.27,3371.79,3122.03,225.8
2024-02-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,3103.05,3642.71,3372.88,306.0
2024-02-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,3097.38,3636.06,3366.72,270.4
2024-02-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,3160.95,3710.69,3435.82,191.1
2024-02-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,3106.61,3646.89,3376.75,287.1
2024-02-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,3289.06,3861.08,3575.07,200.0
2024-02-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,3189.23,3743.87,3466.55,101.3
2024-02-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,3167.57,3718.45,3443.01,341.5
2024-02-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,3253.73,3819.59,3536.66,201.0
2024-02-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,3127.64,3671.58,3399.61,182.7
2024-02-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,3092.47,3630.29,3361.38,345.5
2024-02-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,3159.7,3709.22,3434.46,219.4
2024-02-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,2882.3,3383.58,3132.94,250.6
2024-02-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,3149.47,3697.21,3423.34,163.8
2024-02-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,3124.73,3668.17,3396.45,304.9
2024-02-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,3194.33,3749.87,3472.1,171.0
2024-02-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,3277.63,3847.65,3562.64,381.4
2024-02-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,3224.9,3785.76,3505.33,190.1
2024-02-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,3066.83,3600.19,3333.51,396.6
2024-02-22,Tomato,mkt_pollachi,Pollachi Agricultural Market,3268.87,3837.37,3553.12,59.0
2024-02-23,Tomato,mkt_pollachi,Pollachi Agricultural Market,3374.07,3960.87,3667.47,290.8
2024-02-24,Tomato,mkt_pollachi,Pollachi Agricultural Market,3305.4,3880.26,3592.83,92.1
2024-02-25,Tomato,mkt_pollachi,Pollachi Agricultural Market,3009.83,3533.27,3271.55,157.5
2024-02-26,Tomato,mkt_pollachi,Pollachi Agricultural Market,3250.99,3816.39,3533.69,241.3
2024-02-27,Tomato,mkt_pollachi,Pollachi Agricultural Market,3034.46,3562.2,3298.33,109.8
2024-02-28,Tomato,mkt_pollachi,Pollachi Agricultural Market,3150.28,3698.16,3424.22,196.4
2024-02-29,Tomato,mkt_pollachi,Pollachi Agricultural Market,3239.92,3803.38,3521.65,79.4
2024-03-01,Tomato,mkt_pollachi,Pollachi Agricultural Market,3226.22,3787.3,3506.76,187.6
2024-03-02,Tomato,mkt_pollachi,Pollachi Agricultural Market,3331.93,3911.39,3621.66,107.1
2024-03-03,Tomato,mkt_pollachi,Pollachi Agricultural Market,3413.36,4006.98,3710.17,131.8
2024-03-04,Tomato,mkt_pollachi,Pollachi Agricultural Market,3267.82,3836.14,3551.98,374.3
2024-03-05,Tomato,mkt_pollachi,Pollachi Agricultural Market,3162.27,3712.23,3437.25,196.9
2024-03-06,Tomato,mkt_pollachi,Pollachi Agricultural Market,2966.19,3482.05,3224.12,60.0
2024-03-07,Tomato,mkt_pollachi,Pollachi Agricultural Market,3384.12,3972.66,3678.39,254.1
2024-03-08,Tomato,mkt_pollachi,Pollachi Agricultural Market,3206.14,3763.74,3484.94,255.9
2024-03-09,Tomato,mkt_pollachi,Pollachi Agricultural Market,3215.69,3774.95,3495.32,189.2
2024-03-10,Tomato,mkt_pollachi,Pollachi Agricultural Market,3228.66,3790.16,3509.41,146.3
2024-03-11,Tomato,mkt_pollachi,Pollachi Agricultural Market,3283.17,3854.15,3568.66,298.3
2024-03-12,Tomato,mkt_pollachi,Pollachi Agricultural Market,3289.71,3861.83,3575.77,181.2
2024-03-13,Tomato,mkt_pollachi,Pollachi Agricultural Market,3196.41,3752.31,3474.36,242.5
2024-03-14,Tomato,mkt_pollachi,Pollachi Agricultural Market,3220.51,3780.59,3500.55,341.3
2024-03-15,Tomato,mkt_pollachi,Pollachi Agricultural Market,3157.5,3706.64,3432.07,332.0
2024-03-16,Tomato,mkt_pollachi,Pollachi Agricultural Market,3145.96,3693.08,3419.52,336.1
2024-03-17,Tomato,mkt_pollachi,Pollachi Agricultural Market,3147.27,3694.63,3420.95,375.6
2024-03-18,Tomato,mkt_pollachi,Pollachi Agricultural Market,3227.05,3788.27,3507.66,168.1
2024-03-19,Tomato,mkt_pollachi,Pollachi Agricultural Market,3126.79,3670.59,3398.69,354.7
2024-03-20,Tomato,mkt_pollachi,Pollachi Agricultural Market,2867.41,3366.09,3116.75,167.0
2024-03-21,Tomato,mkt_pollachi,Pollachi Agricultural Market,3197.51,3753.59,3475.55,188.1
